cocktailId	cocktail	ingredientId	ingredient	quantityAmount	quantityUnit	source
b0571394-6ca8-4331-ba6b-05a0eedddf0a	Mother's Ruin Punch	686f9bb8-f885-4802-a6df-e52ea5e5adaa	Plymouth gin	4	oz	Death & Co: Modern Classic Cocktails
b0571394-6ca8-4331-ba6b-05a0eedddf0a	Mother's Ruin Punch	c39ff8f5-1721-4ab0-b2ed-b662f5a7a0d8	sweet vermouth	2	oz	Death & Co: Modern Classic Cocktails
b0571394-6ca8-4331-ba6b-05a0eedddf0a	Mother's Ruin Punch	7c6053c4-0156-48c3-9790-81c44e0123ab	lemon juice	2	oz	Death & Co: Modern Classic Cocktails
b0571394-6ca8-4331-ba6b-05a0eedddf0a	Mother's Ruin Punch	3f470b86-81e0-4bb9-8072-b6ae2b5ec7d5	white sugar cube	8		Death & Co: Modern Classic Cocktails
b0571394-6ca8-4331-ba6b-05a0eedddf0a	Mother's Ruin Punch	0ba2af59-028e-443e-87fe-4cfc60e30d04	brut Champagne	3	oz	Death & Co: Modern Classic Cocktails
d04bc1f3-9b54-442e-8f23-2b762e796548	Mrs. Doyle	805371f1-a361-4fb2-8d9d-b5422deda60b	simple syrup	0.5	oz	Death & Co: Modern Classic Cocktails
d04bc1f3-9b54-442e-8f23-2b762e796548	Mrs. Doyle	998e8296-8a52-4a5d-868b-e94abf9cc486	Irish whiskey	2	oz	Death & Co: Modern Classic Cocktails
d04bc1f3-9b54-442e-8f23-2b762e796548	Mrs. Doyle	f285bdd2-e4e4-4eec-a42b-acf691105f86	Swedish punsch	0.25	oz	Death & Co: Modern Classic Cocktails
d04bc1f3-9b54-442e-8f23-2b762e796548	Mrs. Doyle	7c6053c4-0156-48c3-9790-81c44e0123ab	lemon juice	0.75	oz	Death & Co: Modern Classic Cocktails
26d51cb7-ef1b-4f43-a586-2c650f4b4cda	Mucho Picchu	0ba2af59-028e-443e-87fe-4cfc60e30d04	brut Champagne	4	oz	Death & Co: Modern Classic Cocktails
26d51cb7-ef1b-4f43-a586-2c650f4b4cda	Mucho Picchu	839d91ea-0e08-4560-bdf5-88dee2b8bca2	grapefruit juice	0.5	oz	Death & Co: Modern Classic Cocktails
26d51cb7-ef1b-4f43-a586-2c650f4b4cda	Mucho Picchu	b94ad7bf-3e8d-4474-b280-963a7413b470	pisco	1.5	oz	Death & Co: Modern Classic Cocktails
26d51cb7-ef1b-4f43-a586-2c650f4b4cda	Mucho Picchu	805371f1-a361-4fb2-8d9d-b5422deda60b	simple syrup	0.5	oz	Death & Co: Modern Classic Cocktails
26d51cb7-ef1b-4f43-a586-2c650f4b4cda	Mucho Picchu	6881850f-51c9-4225-9bbc-fa777812b50d	maraschino liqueur	0.25	oz	Death & Co: Modern Classic Cocktails
722f0067-1728-4094-b431-46a439cc7a84	Muddled Mission	4ee29fb2-478a-41e3-be3a-f145a947ba56	London Dry gin	1.5	oz	Death & Co: Modern Classic Cocktails
722f0067-1728-4094-b431-46a439cc7a84	Muddled Mission	a86ffbae-0870-44cf-a55a-92056a7aaf6d	elderflower liqueur	1	oz	Death & Co: Modern Classic Cocktails
722f0067-1728-4094-b431-46a439cc7a84	Muddled Mission	7c6053c4-0156-48c3-9790-81c44e0123ab	lemon juice	0.75	oz	Death & Co: Modern Classic Cocktails
722f0067-1728-4094-b431-46a439cc7a84	Muddled Mission	00a9afc9-6ffc-4c69-b703-a8f0d1522b7c	strawberry	1		Death & Co: Modern Classic Cocktails
722f0067-1728-4094-b431-46a439cc7a84	Muddled Mission	b4a2d3a3-b0b3-44fc-b260-a0cda70f6aa8	Yellow Chartreuse	0.25	oz	Death & Co: Modern Classic Cocktails
8ff2ec8c-92a9-4681-b574-16eeab33d7e0	Mudslide Flip	998e8296-8a52-4a5d-868b-e94abf9cc486	Irish whiskey	1.5	oz	Death & Co: Modern Classic Cocktails
8ff2ec8c-92a9-4681-b574-16eeab33d7e0	Mudslide Flip	28e056db-5069-4f5f-810b-e52bf2f7f84f	heavy cream	0.5	oz	Death & Co: Modern Classic Cocktails
8ff2ec8c-92a9-4681-b574-16eeab33d7e0	Mudslide Flip	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	1	dash	Death & Co: Modern Classic Cocktails
8ff2ec8c-92a9-4681-b574-16eeab33d7e0	Mudslide Flip	ac483c44-207d-4e61-9cb2-7ffefdf202ab	egg yolk	1		Death & Co: Modern Classic Cocktails
8ff2ec8c-92a9-4681-b574-16eeab33d7e0	Mudslide Flip	c39ff8f5-1721-4ab0-b2ed-b662f5a7a0d8	sweet vermouth	1	oz	Death & Co: Modern Classic Cocktails
8ff2ec8c-92a9-4681-b574-16eeab33d7e0	Mudslide Flip	b1d50bac-d25d-4dc5-824e-cbc97cca2d66	demerara syrup	0.25	oz	Death & Co: Modern Classic Cocktails
55a12624-b01d-4381-8872-aa4dd9841c13	Myra Breckinridge	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	0.75	oz	Death & Co: Modern Classic Cocktails
55a12624-b01d-4381-8872-aa4dd9841c13	Myra Breckinridge	4547406c-b2bf-4813-bf4f-d9194596227d	cane sugar syrup	0.5	oz	Death & Co: Modern Classic Cocktails
55a12624-b01d-4381-8872-aa4dd9841c13	Myra Breckinridge	1cb4019e-2f8f-4908-ad1d-6ce704c56ee6	absinthe	2	dashes	Death & Co: Modern Classic Cocktails
55a12624-b01d-4381-8872-aa4dd9841c13	Myra Breckinridge	20655061-73b1-4a15-8f91-03c1a8d6ae66	Islay single malt Scotch whisky	2	oz	Death & Co: Modern Classic Cocktails
1b88e544-801c-4336-a3fa-be3ea289d5a4	Naked and Famous	cf68df71-6a42-457b-a839-bf35a6a3a470	light aperitivo amaro	0.75	oz	Death & Co: Modern Classic Cocktails
1b88e544-801c-4336-a3fa-be3ea289d5a4	Naked and Famous	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	0.75	oz	Death & Co: Modern Classic Cocktails
1b88e544-801c-4336-a3fa-be3ea289d5a4	Naked and Famous	0fcfad66-a013-4657-8b6b-d0fec241707e	mezcal	0.75	oz	Death & Co: Modern Classic Cocktails
1b88e544-801c-4336-a3fa-be3ea289d5a4	Naked and Famous	b4a2d3a3-b0b3-44fc-b260-a0cda70f6aa8	Yellow Chartreuse	0.75	oz	Death & Co: Modern Classic Cocktails
81eaea05-509d-47cf-acb7-dc18f0fe1e7c	Navigator	597938bd-b6a8-4459-ac41-5634286284dc	madeira	0.75	oz	Death & Co: Modern Classic Cocktails
81eaea05-509d-47cf-acb7-dc18f0fe1e7c	Navigator	b1d50bac-d25d-4dc5-824e-cbc97cca2d66	demerara syrup	0.5	tsp	Death & Co: Modern Classic Cocktails
81eaea05-509d-47cf-acb7-dc18f0fe1e7c	Navigator	d247bca4-e737-4dff-a807-955a79d99be7	Peychaud's bitters	1	dash	Death & Co: Modern Classic Cocktails
81eaea05-509d-47cf-acb7-dc18f0fe1e7c	Navigator	3f53c1a4-3885-4eee-b544-2077969704ea	vanilla syrup	0.5	tsp	Death & Co: Modern Classic Cocktails
81eaea05-509d-47cf-acb7-dc18f0fe1e7c	Navigator	e66fe626-abb0-4082-b47e-728c76d89230	blended Scotch whisky	1.5	oz	Death & Co: Modern Classic Cocktails
5fa9f5c2-766e-46bc-ac16-9e8bae3c4a46	Negroni	c39ff8f5-1721-4ab0-b2ed-b662f5a7a0d8	sweet vermouth	1	oz	Death & Co: Modern Classic Cocktails
5fa9f5c2-766e-46bc-ac16-9e8bae3c4a46	Negroni	8d17f5a7-c5a9-4f06-9677-6f6fd0318764	strong aperitivo amaro	1	oz	Death & Co: Modern Classic Cocktails
5fa9f5c2-766e-46bc-ac16-9e8bae3c4a46	Negroni	4ee29fb2-478a-41e3-be3a-f145a947ba56	London Dry gin	1.5	oz	Death & Co: Modern Classic Cocktails
a57b041f-4c53-4ecf-93d7-6910bbe14d71	Night Owl	0ca2125d-3973-4ab8-bf8b-c338e68fa6ee	arrack	0.25	oz	Death & Co: Modern Classic Cocktails
a57b041f-4c53-4ecf-93d7-6910bbe14d71	Night Owl	257d5b41-c3dc-4178-821d-5196a80f0dfb	cognac	2	oz	Death & Co: Modern Classic Cocktails
a57b041f-4c53-4ecf-93d7-6910bbe14d71	Night Owl	c39ff8f5-1721-4ab0-b2ed-b662f5a7a0d8	sweet vermouth	0.5	oz	Death & Co: Modern Classic Cocktails
a57b041f-4c53-4ecf-93d7-6910bbe14d71	Night Owl	b5eef26b-3dea-445d-bf1a-e86723e15b1b	sherry	0.5	oz	Death & Co: Modern Classic Cocktails
333d6e15-36dc-4538-b6ee-d8d6230fb84a	Night Watch	b5eef26b-3dea-445d-bf1a-e86723e15b1b	sherry	0.75	oz	Death & Co: Modern Classic Cocktails
333d6e15-36dc-4538-b6ee-d8d6230fb84a	Night Watch	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	1	dash	Death & Co: Modern Classic Cocktails
333d6e15-36dc-4538-b6ee-d8d6230fb84a	Night Watch	cd8f442e-6326-4d8b-9679-091ebc12f5f1	blackstrap rum	0.5	oz	Death & Co: Modern Classic Cocktails
333d6e15-36dc-4538-b6ee-d8d6230fb84a	Night Watch	8808385f-1069-4854-a334-fb070684c005	old Tom gin	1.5	oz	Death & Co: Modern Classic Cocktails
333d6e15-36dc-4538-b6ee-d8d6230fb84a	Night Watch	805371f1-a361-4fb2-8d9d-b5422deda60b	simple syrup	1	tsp	Death & Co: Modern Classic Cocktails
1af1ff9a-2c7f-40ba-92b8-e9224db89bf5	Nitty-Gritty	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	1	dash	Death & Co: Modern Classic Cocktails
1af1ff9a-2c7f-40ba-92b8-e9224db89bf5	Nitty-Gritty	b6181845-0ecd-499c-9855-dec6d6c720ca	Bénédictine	0.5	oz	Death & Co: Modern Classic Cocktails
1af1ff9a-2c7f-40ba-92b8-e9224db89bf5	Nitty-Gritty	4b472dd4-bc64-46b6-a517-c910a7eee760	pear liqueur	0.5	tsp	Death & Co: Modern Classic Cocktails
1af1ff9a-2c7f-40ba-92b8-e9224db89bf5	Nitty-Gritty	3c95b982-6125-4163-97b6-67066ad7c0e0	apple bitters	1	dash	Death & Co: Modern Classic Cocktails
1af1ff9a-2c7f-40ba-92b8-e9224db89bf5	Nitty-Gritty	0fcfad66-a013-4657-8b6b-d0fec241707e	mezcal	1.5	oz	Death & Co: Modern Classic Cocktails
1af1ff9a-2c7f-40ba-92b8-e9224db89bf5	Nitty-Gritty	3a7383d6-8305-4d25-8b93-906cd3471019	manzanilla sherry	1.5	oz	Death & Co: Modern Classic Cocktails
1af1ff9a-2c7f-40ba-92b8-e9224db89bf5	Nitty-Gritty	abb8b3b2-145c-411c-babf-4de0571bba5a	agave syrup	0.5	tsp	Death & Co: Modern Classic Cocktails
fc837428-566f-44ff-a357-26e7a14ae353	North By Northwest	1cb4019e-2f8f-4908-ad1d-6ce704c56ee6	absinthe	0.25	oz	Death & Co: Modern Classic Cocktails
fc837428-566f-44ff-a357-26e7a14ae353	North By Northwest	0ba2af59-028e-443e-87fe-4cfc60e30d04	brut Champagne	4	oz	Death & Co: Modern Classic Cocktails
fc837428-566f-44ff-a357-26e7a14ae353	North By Northwest	587e2d1c-e033-46e8-ba82-e1494e0671af	gin	1.5	oz	Death & Co: Modern Classic Cocktails
fc837428-566f-44ff-a357-26e7a14ae353	North By Northwest	805371f1-a361-4fb2-8d9d-b5422deda60b	simple syrup	0.75	oz	Death & Co: Modern Classic Cocktails
fc837428-566f-44ff-a357-26e7a14ae353	North By Northwest	7c6053c4-0156-48c3-9790-81c44e0123ab	lemon juice	0.75	oz	Death & Co: Modern Classic Cocktails
d9f4db76-ff8e-4b12-bcd4-00528cc57880	North Garden	534c34e0-ddbe-4420-a31f-67b0fdf32cb7	American straight apple brandy	1.5	oz	Death & Co: Modern Classic Cocktails
d9f4db76-ff8e-4b12-bcd4-00528cc57880	North Garden	463c2b68-5821-49c4-9678-ddd299b40ffd	bourbon whiskey	0.75	oz	Death & Co: Modern Classic Cocktails
d9f4db76-ff8e-4b12-bcd4-00528cc57880	North Garden	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	1.5	dash	Death & Co: Modern Classic Cocktails
d9f4db76-ff8e-4b12-bcd4-00528cc57880	North Garden	20655061-73b1-4a15-8f91-03c1a8d6ae66	Islay single malt Scotch whisky	0.25	oz	Death & Co: Modern Classic Cocktails
d9f4db76-ff8e-4b12-bcd4-00528cc57880	North Garden	b1d50bac-d25d-4dc5-824e-cbc97cca2d66	demerara syrup	1	tsp	Death & Co: Modern Classic Cocktails
ec8f05c4-a426-462a-a4bb-77563388e29b	Not-Quite-Georgia Julep	c894c06b-e9c7-4a02-88e4-5332b430f92d	crème de peche	1	tsp	Death & Co: Modern Classic Cocktails
ec8f05c4-a426-462a-a4bb-77563388e29b	Not-Quite-Georgia Julep	805371f1-a361-4fb2-8d9d-b5422deda60b	simple syrup	1	tsp	Death & Co: Modern Classic Cocktails
ec8f05c4-a426-462a-a4bb-77563388e29b	Not-Quite-Georgia Julep	534c34e0-ddbe-4420-a31f-67b0fdf32cb7	American straight apple brandy	1	oz	Death & Co: Modern Classic Cocktails
ec8f05c4-a426-462a-a4bb-77563388e29b	Not-Quite-Georgia Julep	257d5b41-c3dc-4178-821d-5196a80f0dfb	cognac	1	oz	Death & Co: Modern Classic Cocktails
48fafebf-4201-4b5c-be38-5db81e32ca91	Nuts And Sherry Punch	edc9d478-7c19-458e-89ad-2847db72a711	pineapple juice	1	oz	Death & Co: Modern Classic Cocktails
48fafebf-4201-4b5c-be38-5db81e32ca91	Nuts And Sherry Punch	4d3fc1fc-f905-4028-8399-66804a31d192	allspice liqueur	0.5	oz	Death & Co: Modern Classic Cocktails
48fafebf-4201-4b5c-be38-5db81e32ca91	Nuts And Sherry Punch	34f57119-2fcf-40c1-bc7e-a6f128d6250c	chocolate bitters	2	dashes	Death & Co: Modern Classic Cocktails
48fafebf-4201-4b5c-be38-5db81e32ca91	Nuts And Sherry Punch	3f470b86-81e0-4bb9-8072-b6ae2b5ec7d5	white sugar cube	8		Death & Co: Modern Classic Cocktails
48fafebf-4201-4b5c-be38-5db81e32ca91	Nuts And Sherry Punch	b5eef26b-3dea-445d-bf1a-e86723e15b1b	sherry	6	oz	Death & Co: Modern Classic Cocktails
48fafebf-4201-4b5c-be38-5db81e32ca91	Nuts And Sherry Punch	bde3cfbf-dd01-4aec-b37a-3bc4cca5df6a	soda water	8	oz	Death & Co: Modern Classic Cocktails
48fafebf-4201-4b5c-be38-5db81e32ca91	Nuts And Sherry Punch	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	2	oz	Death & Co: Modern Classic Cocktails
48fafebf-4201-4b5c-be38-5db81e32ca91	Nuts And Sherry Punch	463c2b68-5821-49c4-9678-ddd299b40ffd	bourbon whiskey	3	oz	Death & Co: Modern Classic Cocktails
e4b8ed00-7429-46ee-90eb-078e5591cc01	Oaxaca Old Fashioned	abb8b3b2-145c-411c-babf-4de0571bba5a	agave syrup	1	tsp	Death & Co: Modern Classic Cocktails
e4b8ed00-7429-46ee-90eb-078e5591cc01	Oaxaca Old Fashioned	0fa417ad-d982-4093-ad80-3d5018d1c6dc	reposado tequila	1.5	oz	Death & Co: Modern Classic Cocktails
e4b8ed00-7429-46ee-90eb-078e5591cc01	Oaxaca Old Fashioned	0fcfad66-a013-4657-8b6b-d0fec241707e	mezcal	0.5	oz	Death & Co: Modern Classic Cocktails
e4b8ed00-7429-46ee-90eb-078e5591cc01	Oaxaca Old Fashioned	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	2	dashes	Death & Co: Modern Classic Cocktails
2eb700e3-fd1e-45c5-8333-8b6db9748310	Old Fashioned	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	1	dash	Death & Co: Modern Classic Cocktails
2eb700e3-fd1e-45c5-8333-8b6db9748310	Old Fashioned	463c2b68-5821-49c4-9678-ddd299b40ffd	bourbon whiskey	2	oz	Death & Co: Modern Classic Cocktails
2eb700e3-fd1e-45c5-8333-8b6db9748310	Old Fashioned	b1d50bac-d25d-4dc5-824e-cbc97cca2d66	demerara syrup	1	tsp	Death & Co: Modern Classic Cocktails
2eb700e3-fd1e-45c5-8333-8b6db9748310	Old Fashioned	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	2	dashes	Death & Co: Modern Classic Cocktails
f1ab4dc7-4ff8-4146-8ed6-7cb445a3dfd6	Old Ironsides	c39ff8f5-1721-4ab0-b2ed-b662f5a7a0d8	sweet vermouth	1	oz	Death & Co: Modern Classic Cocktails
f1ab4dc7-4ff8-4146-8ed6-7cb445a3dfd6	Old Ironsides	cd8f442e-6326-4d8b-9679-091ebc12f5f1	blackstrap rum	0.5	oz	Death & Co: Modern Classic Cocktails
f1ab4dc7-4ff8-4146-8ed6-7cb445a3dfd6	Old Ironsides	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	1	dash	Death & Co: Modern Classic Cocktails
f1ab4dc7-4ff8-4146-8ed6-7cb445a3dfd6	Old Ironsides	4656af2e-178d-4096-ba8b-250187b49433	blended aged Trinidadian rum	1.5	oz	Death & Co: Modern Classic Cocktails
f1ab4dc7-4ff8-4146-8ed6-7cb445a3dfd6	Old Ironsides	060383a4-c25d-45c1-894d-4ebdf9d6f010	amaretto	1	tsp	Death & Co: Modern Classic Cocktails
dae12659-fb88-4269-882d-ab374a4c7833	Old Pal	100a5b6f-5688-404e-a4fc-000aa937de8d	rye whiskey	1.5	oz	Death & Co: Modern Classic Cocktails
dae12659-fb88-4269-882d-ab374a4c7833	Old Pal	a1d9a17a-125a-4db6-a069-390eea1f1465	dry vermouth	0.75	oz	Death & Co: Modern Classic Cocktails
dae12659-fb88-4269-882d-ab374a4c7833	Old Pal	8d17f5a7-c5a9-4f06-9677-6f6fd0318764	strong aperitivo amaro	0.75	oz	Death & Co: Modern Classic Cocktails
123cb45b-542a-4466-b633-3d0afb4f13ef	One, One, One	017212d7-29cc-4a60-ac6c-bb4e99a6088c	akvavit	1	oz	Death & Co: Modern Classic Cocktails
123cb45b-542a-4466-b633-3d0afb4f13ef	One, One, One	bbaa8f39-4532-4e65-8730-39bc714d5f94	orange bitters	1	dash	Death & Co: Modern Classic Cocktails
123cb45b-542a-4466-b633-3d0afb4f13ef	One, One, One	140ff0dc-9201-43bb-a64b-d081e513ae08	blanc vermouth	1	oz	Death & Co: Modern Classic Cocktails
123cb45b-542a-4466-b633-3d0afb4f13ef	One, One, One	4ee29fb2-478a-41e3-be3a-f145a947ba56	London Dry gin	1	oz	Death & Co: Modern Classic Cocktails
9d3afb95-3552-41ab-ab94-55fc856da98b	Orkney Chapel	a1d9a17a-125a-4db6-a069-390eea1f1465	dry vermouth	0.5	oz	Death & Co: Modern Classic Cocktails
9d3afb95-3552-41ab-ab94-55fc856da98b	Orkney Chapel	20baa2e7-fef1-484a-b0b5-f759dcb1e0eb	Highlands single malt Scotch whisky	2	oz	Death & Co: Modern Classic Cocktails
9d3afb95-3552-41ab-ab94-55fc856da98b	Orkney Chapel	1c99186f-47bf-4e6a-9ab3-c7427ad2a25c	amontillado sherry	0.25	oz	Death & Co: Modern Classic Cocktails
9d3afb95-3552-41ab-ab94-55fc856da98b	Orkney Chapel	8d5256e4-c7fb-4036-be0a-04c9abc644da	orange liqueur	0.25	oz	Death & Co: Modern Classic Cocktails
9d3afb95-3552-41ab-ab94-55fc856da98b	Orkney Chapel	4547406c-b2bf-4813-bf4f-d9194596227d	cane sugar syrup	0.25	oz	Death & Co: Modern Classic Cocktails
437f9761-6e8a-4c7d-ada7-adbb4c9af435	Over And Out	82c3ed4b-229e-4ad5-a070-144dde74a71b	blanco tequila	1	oz	Death & Co: Modern Classic Cocktails
437f9761-6e8a-4c7d-ada7-adbb4c9af435	Over And Out	4547406c-b2bf-4813-bf4f-d9194596227d	cane sugar syrup	0.5	oz	Death & Co: Modern Classic Cocktails
437f9761-6e8a-4c7d-ada7-adbb4c9af435	Over And Out	53da5216-85eb-48ca-83b6-5c59ebb4753d	watermelon juice	0.75	oz	Death & Co: Modern Classic Cocktails
437f9761-6e8a-4c7d-ada7-adbb4c9af435	Over And Out	017212d7-29cc-4a60-ac6c-bb4e99a6088c	akvavit	1	oz	Death & Co: Modern Classic Cocktails
437f9761-6e8a-4c7d-ada7-adbb4c9af435	Over And Out	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	0.75	oz	Death & Co: Modern Classic Cocktails
437f9761-6e8a-4c7d-ada7-adbb4c9af435	Over And Out	3e292c70-880d-4128-acf7-8edb07041a5c	celery bitters	1	dash	Death & Co: Modern Classic Cocktails
437f9761-6e8a-4c7d-ada7-adbb4c9af435	Over And Out	bbaa8f39-4532-4e65-8730-39bc714d5f94	orange bitters	1	dash	Death & Co: Modern Classic Cocktails
50371f9b-e331-4b15-9167-421e61b1be22	Overhead Smash	7c6053c4-0156-48c3-9790-81c44e0123ab	lemon juice	0.75	oz	Death & Co: Modern Classic Cocktails
50371f9b-e331-4b15-9167-421e61b1be22	Overhead Smash	bde3cfbf-dd01-4aec-b37a-3bc4cca5df6a	soda water	4	oz	Death & Co: Modern Classic Cocktails
50371f9b-e331-4b15-9167-421e61b1be22	Overhead Smash	9af3b352-43d2-4113-bf96-58550671410d	cucumber	2		Death & Co: Modern Classic Cocktails
50371f9b-e331-4b15-9167-421e61b1be22	Overhead Smash	b45a6f10-333a-4c61-86bd-3ae0677e6cef	ginger syrup	0.25	oz	Death & Co: Modern Classic Cocktails
50371f9b-e331-4b15-9167-421e61b1be22	Overhead Smash	4ee29fb2-478a-41e3-be3a-f145a947ba56	London Dry gin	1.5	oz	Death & Co: Modern Classic Cocktails
50371f9b-e331-4b15-9167-421e61b1be22	Overhead Smash	bbaa8f39-4532-4e65-8730-39bc714d5f94	orange bitters	1	dash	Death & Co: Modern Classic Cocktails
50371f9b-e331-4b15-9167-421e61b1be22	Overhead Smash	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	1	dash	Death & Co: Modern Classic Cocktails
50371f9b-e331-4b15-9167-421e61b1be22	Overhead Smash	7cb21942-933a-41e6-90f4-18a9a87ab1fa	orgeat syrup	0.25	oz	Death & Co: Modern Classic Cocktails
50371f9b-e331-4b15-9167-421e61b1be22	Overhead Smash	c39ff8f5-1721-4ab0-b2ed-b662f5a7a0d8	sweet vermouth	0.5	oz	Death & Co: Modern Classic Cocktails
50371f9b-e331-4b15-9167-421e61b1be22	Overhead Smash	00a9afc9-6ffc-4c69-b703-a8f0d1522b7c	strawberry	0.5		Death & Co: Modern Classic Cocktails
50371f9b-e331-4b15-9167-421e61b1be22	Overhead Smash	85c41193-c77b-4065-812d-e4bd97d1f4c9	quinquina	0.5	oz	Death & Co: Modern Classic Cocktails
c0f40259-cc79-4384-bb30-4d4d7328a123	P-Five Punch	a16950c9-0a03-404a-91b5-75657acf8e85	winter-spice herbal liqueuer	2	oz	Death & Co: Modern Classic Cocktails
c0f40259-cc79-4384-bb30-4d4d7328a123	P-Five Punch	7cb21942-933a-41e6-90f4-18a9a87ab1fa	orgeat syrup	2	oz	Death & Co: Modern Classic Cocktails
c0f40259-cc79-4384-bb30-4d4d7328a123	P-Five Punch	f103d8f4-10ec-4ae0-800d-cfaaf2377b22	blended lightly aged Jamaican rum	2	oz	Death & Co: Modern Classic Cocktails
c0f40259-cc79-4384-bb30-4d4d7328a123	P-Five Punch	587e2d1c-e033-46e8-ba82-e1494e0671af	gin	2	oz	Death & Co: Modern Classic Cocktails
c0f40259-cc79-4384-bb30-4d4d7328a123	P-Five Punch	3f470b86-81e0-4bb9-8072-b6ae2b5ec7d5	white sugar cube	12		Death & Co: Modern Classic Cocktails
c0f40259-cc79-4384-bb30-4d4d7328a123	P-Five Punch	b94ad7bf-3e8d-4474-b280-963a7413b470	pisco	4	oz	Death & Co: Modern Classic Cocktails
c0f40259-cc79-4384-bb30-4d4d7328a123	P-Five Punch	839d91ea-0e08-4560-bdf5-88dee2b8bca2	grapefruit juice	3	oz	Death & Co: Modern Classic Cocktails
c0f40259-cc79-4384-bb30-4d4d7328a123	P-Five Punch	7c6053c4-0156-48c3-9790-81c44e0123ab	lemon juice	2	oz	Death & Co: Modern Classic Cocktails
a7fa86d2-a211-4733-9475-3c1f7196dfeb	Paddy Melt	4547406c-b2bf-4813-bf4f-d9194596227d	cane sugar syrup	0.5	oz	Death & Co: Modern Classic Cocktails
a7fa86d2-a211-4733-9475-3c1f7196dfeb	Paddy Melt	998e8296-8a52-4a5d-868b-e94abf9cc486	Irish whiskey	1.5	oz	Death & Co: Modern Classic Cocktails
a7fa86d2-a211-4733-9475-3c1f7196dfeb	Paddy Melt	dcab1cb5-cfee-436f-9f13-110626d64277	sweet amaro	0.5	oz	Death & Co: Modern Classic Cocktails
a7fa86d2-a211-4733-9475-3c1f7196dfeb	Paddy Melt	7c6053c4-0156-48c3-9790-81c44e0123ab	lemon juice	0.75	oz	Death & Co: Modern Classic Cocktails
a7fa86d2-a211-4733-9475-3c1f7196dfeb	Paddy Melt	100a5b6f-5688-404e-a4fc-000aa937de8d	rye whiskey	0.5	oz	Death & Co: Modern Classic Cocktails
02c68090-6bb1-409a-806e-af55d36599cc	Paloma	82c3ed4b-229e-4ad5-a070-144dde74a71b	blanco tequila	2	oz	Death & Co: Modern Classic Cocktails
02c68090-6bb1-409a-806e-af55d36599cc	Paloma	839d91ea-0e08-4560-bdf5-88dee2b8bca2	grapefruit juice	0.5	oz	Death & Co: Modern Classic Cocktails
02c68090-6bb1-409a-806e-af55d36599cc	Paloma	c9745bd4-4c27-4e85-9d9e-1b86c6f0879c	kosher salt	1	pinch	Death & Co: Modern Classic Cocktails
02c68090-6bb1-409a-806e-af55d36599cc	Paloma	bb51de06-262e-420f-b23d-34a77118bde4	grapefruit soda	4	oz	Death & Co: Modern Classic Cocktails
02c68090-6bb1-409a-806e-af55d36599cc	Paloma	3e3bd2c1-3554-4419-a66a-fcef059af75a	lime	0.5	oz	Death & Co: Modern Classic Cocktails
02c68090-6bb1-409a-806e-af55d36599cc	Paloma	805371f1-a361-4fb2-8d9d-b5422deda60b	simple syrup	0.5	oz	Death & Co: Modern Classic Cocktails
512edf40-3ab3-4cae-9e3b-95fd5daa88a5	Park Life Swizzle	b45a6f10-333a-4c61-86bd-3ae0677e6cef	ginger syrup	0.5	oz	Death & Co: Modern Classic Cocktails
512edf40-3ab3-4cae-9e3b-95fd5daa88a5	Park Life Swizzle	1c99186f-47bf-4e6a-9ab3-c7427ad2a25c	amontillado sherry	1	oz	Death & Co: Modern Classic Cocktails
512edf40-3ab3-4cae-9e3b-95fd5daa88a5	Park Life Swizzle	b677399a-5ea6-4e40-a328-a360de3cd632	falernum	0.5	oz	Death & Co: Modern Classic Cocktails
512edf40-3ab3-4cae-9e3b-95fd5daa88a5	Park Life Swizzle	8808385f-1069-4854-a334-fb070684c005	old Tom gin	1	oz	Death & Co: Modern Classic Cocktails
512edf40-3ab3-4cae-9e3b-95fd5daa88a5	Park Life Swizzle	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	6	dashes	Death & Co: Modern Classic Cocktails
512edf40-3ab3-4cae-9e3b-95fd5daa88a5	Park Life Swizzle	ec478592-fc11-4311-8b83-44b7bb78d9b4	lime juice	0.75	oz	Death & Co: Modern Classic Cocktails
74d6afdf-af06-4290-9851-4d55709f8ed9	Passing Aden	97d1aa7c-e3ec-4a81-b6ed-806c76d0563c	aromatic bitters	2	dashes	Death & Co: Modern Classic Cocktails
